م	Collective File Name	Context	Ambigous
1220	000-4 Generalities	الجدول الزمني لكل دور على النحو التالي.	['دور']
1222	000-4 Generalities	الذي يعتبر أول دور رئيسي لكيم يوجونغ في 2010.	['دور']
6348	300-4 Social Sciences	التأمينات" تمهل دور الحضانة عاما لتوفيق أوضاعها	['دور']
6414	300-4 Social Sciences	إلغاء 8 دور حضانة وإنذار 237 العام الماضي	['دور']
6446	300-4 Social Sciences	دورة تدريبية بصنعاء لتعريف مسؤولي دور الرعاية بمشكلات الأطفال	['دور']
6438	300-4 Social Sciences	تفعيل دور المرأة" تطالب بـ"كوتا" نيابية	['دور']
6372	300-4 Social Sciences	الشؤون: انخفاض نزلاء دور الرعاية خلال ديسمبر	['دور']
6346	300-4 Social Sciences	البر" يشارك بمؤتمر دور الإمام فى تعزيز الوحدة الوطنية بالكويت	['دور']
6334	300-4 Social Sciences	الإخبارية" تناقش دور القطاع الخاص في التنمية الاقتصادية	['دور']
6358	300-4 Social Sciences	الجمل": شعرت بأنه ليس لى دور فى الوزارة	['دور']
6384	300-4 Social Sciences	المحروسة" تفعل دور الجمعيات الأهلية للأسر	['دور']
6388	300-4 Social Sciences	المصيلحى" يقرر إغلاق دور الحضانات المخالفة	['دور']
6378	300-4 Social Sciences	العمدة" يشكك فى دور مصر كوسيط للسلام	['دور']
6368	300-4 Social Sciences	الروضان تدخل دور الثمانية	['دور']
6394	300-4 Social Sciences	الوسط" يطالب بتفعيل دور المنظمات الإسلامية لوقف عدوان إسرائيل	['دور']
6338	300-4 Social Sciences	الأسد" مستعد للعب دور الوسيط مع إيران	['دور']
6428	300-4 Social Sciences	أفاتار" يتفوق على "شارلوك هولمز" فى دور العرض بمصر	['دور']
6430	300-4 Social Sciences	باتمان" يتصدر إيرادات دور السينما الأمريكية	['دور']
6426	300-4 Social Sciences	أبطال 1" تنقل حصريا إياب دور نصف نهائي أبطال العرب	['دور']
6310	300-4 Social Sciences	CNNArabic.com - تشيلسي وليفربول إلى دور الثمانية في "أبطال أوروبا"	['دور']
6308	300-4 Social Sciences	CNNArabic.com - اكتمال عقد دور الـ16 بدوري أبطال أوروبا	['دور']
6330	300-4 Social Sciences	استشارية التعاون" تبحث معوقات التبادل التجاري وتعزيز دور القطاع الخاص	['دور']
6452	300-4 Social Sciences	مناقشة دور التعليم الأهلي في تأهيل الشباب بمحافظة إب	['دور']
6454	300-4 Social Sciences	هل تعتقد أنللجماهير الأردنية دور في مباريات المنتخب؟	['دور']
6390	300-4 Social Sciences	الناشرين المصريين" يجتمع لمناقشة استعدادات دور النشر لمعرض الكتاب	['دور']
6432	300-4 Social Sciences	بنت مصر" يستكمل دور الشرطة النسائية	['دور']
6344	300-4 Social Sciences	الباز" يتحدث عن دور الشباب فى تأمين مستقبل أفضل بالإسكندرية	['دور']
6398	300-4 Social Sciences	انتخاب «الشيوخ» و«النواب» بقانونين منفصلين.. وحظر استخدام دور العبادة سياسيا	['دور']
6356	300-4 Social Sciences	الجبلى": إطلاق مبادرة لتفعيل دور الاتحاد العربى للصناعات الكيماوية	['دور']
6406	300-4 Social Sciences	إسبانيول وقرطبة يبلغان دور الـ16‏	['دور']
6380	300-4 Social Sciences	الفيفا" يعلن حكام مباريات دور الـ 8	['دور']
6374	300-4 Social Sciences	الصناعات الغذائية": "تنمية الصادرات" ليس لها دور فعال	['دور']
6386	300-4 Social Sciences	المصريين الأحرار" يطالب بإصدار قانونى "دور العبادة" وتجريم التمييز	['دور']
6312	300-4 Social Sciences	From Paris with Love" فى دور العرض المصرية غدا	['دور']
6440	300-4 Social Sciences	جيجا" فى دور العرض أول يونيو	['دور']
6436	300-4 Social Sciences	تعليم البنات" تفعل دور المعلمات	['دور']
6410	300-4 Social Sciences	إعطاء المحققين صلاحية التحفظ على الأحداث في دور الملاحظة الاجتماعية	['دور']
6352	300-4 Social Sciences	التعليم العالي" تبحث دور ممثليها بمجالس الأمناء بالجامعات والكليات الأهلية	['دور']
6340	300-4 Social Sciences	الأعلى للثقافة" يناقش دور الترجمة فى الأدب المقارن	['دور']
6402	300-4 Social Sciences	إبرا يصعد بسان جيرمان إلى دور الـ 32	['دور']
6322	300-4 Social Sciences	ابتسام العطاوي تقدم دور (نورة) في مجاديف الأمل	['دور']
6412	300-4 Social Sciences	إفطارات وكلمات تشدد على دور القوى الأمنية	['دور']
6404	300-4 Social Sciences	إحسان عبد القدوس" يناقش دور رجال الأعمال	['دور']
6332	300-4 Social Sciences	افتتحت معرض الربيع.. وزيرة الثقافة: دور الفنان قيادي وريادي	['دور']
6418	300-4 Social Sciences	إنديا أيزلي تلعب دور أنجيلينا جولي في فيلم ‹ماليفسنت›	['دور']
6416	300-4 Social Sciences	إنترناسيونال وليبرتاد يكملان عقد دور الثمانية	['دور']
6336	300-4 Social Sciences	الإيسيسكو" تشارك فى "دور المرأة فى تعزيز التنمية فى أفريقيا"	['دور']
6424	300-4 Social Sciences	إيطاليا «لن تقبل» أي دور لعائلة القذافي في مستقبل ليبيا	['دور']
6314	300-4 Social Sciences	Let Me In" فى دور العرض اليوم	['دور']
6316	300-4 Social Sciences	Nissan" تشدد على دور النساء في تعزيز مبيعاتها	['دور']
6376	300-4 Social Sciences	الصيادلة" تناقش دور أعضائها بعد الثورة.. وتكريم الشهداء	['دور']
6408	300-4 Social Sciences	إضاءات حديثة على دور المؤسسة العسكرية الإسرائيلية في السياسة	['دور']
6318	300-4 Social Sciences	Stag Night" فى دور العرض السينمائية اليوم	['دور']
6342	300-4 Social Sciences	الأعلى للثقافة" يناقش دور المرأة فى التراث الفنى	['دور']
6434	300-4 Social Sciences	تبر" تكشف دور المدربين في تعاطي المنشطات	['دور']
6448	300-4 Social Sciences	طيبة: تعزيز دور القطاع الخاص لتطوير الخدمات الصحية	['دور']
6350	300-4 Social Sciences	التحالف الشعبى" يطالب "العسكرى" بالتخلى عن دور الوصى	['دور']
6360	300-4 Social Sciences	الحلم المصرى" يناقش دور الأجهزة الرقابية فى مصر	['دور']
6382	300-4 Social Sciences	المبادرة المصرية" تطالب بسرعة إصدار قانون تنظيم بناء دور العبادة	['دور']
6326	300-4 Social Sciences	اختفاء العريس 2".. فى دور العرض	['دور']
6392	300-4 Social Sciences	النقد الدولي" يؤكد دور المملكة في دعم إقتصاد العالم	['دور']
6366	300-4 Social Sciences	الرابطة" تثمن دور خادم الحرمين في الدعوة إلى حوار الأديان	['دور']
6320	300-4 Social Sciences	The Losers" فى دور العرض المصرية منتصف رمضان	['دور']
6362	300-4 Social Sciences	الخاسرون" فى دور العرض المصرية الأربعاء المقبل	['دور']
6370	300-4 Social Sciences	الشعبي" يراجع قرارات دور الانعقاد الماضي و"الدستورية" تقيم مسيرتها الليلة	['دور']
6354	300-4 Social Sciences	التقدمي": كلام وزير الإعلام السوري مواعظ ومحاولات لاستعادة دور مفقود	['دور']
6422	300-4 Social Sciences	إيرادات «الأضحى» تعيد الروح إلى دور العرض	['دور']
6442	300-4 Social Sciences	دور البورصة في هذا الملف بالكامل.	['دور']
6444	300-4 Social Sciences	دور المرأة في الإصلاح ندوة في المقر النسائي للمطير الاثنين	['دور']
6420	300-4 Social Sciences	إياب دور «32» من مسابقة الكأس	['دور']
6396	300-4 Social Sciences	اليوم السابع" ينشر مواعيد مباريات دور الـ32 بكأس مصر	['دور']
6400	300-4 Social Sciences	انطلاق دور المجموعات لبطولة دوري أبطال أوروبا لكرة القدم	['دور']
6324	300-4 Social Sciences	اتحاد الكتاب" يطالب بسرعة إصدار قانون دور العبادة الموحد	['دور']
6364	300-4 Social Sciences	الخميس الرياضي" يسلط الضوء على دور الأربعة	['دور']
6328	300-4 Social Sciences	استجوابان بانتظار المحمد في دور الانعقاد المقبل	['دور']
6450	300-4 Social Sciences	لماذا دور الجمعيات الخيرية الاجتماعية مغيب؟	['دور']
6456	300-4 Social Sciences	ذاكر جميع المناهج الدراسية فى "20 يوما"	['ذاكر']
11446	800-2 Literature & rhetoric _ A	فقال بل ذاكر يا أبا الفضل فأضفت إلى هذا البيت	['ذاكر']
6458	300-4 Social Sciences	ذبل الفجر بأطياف عيوني الساهرة	['ذبل']
11282	400-3 Language _ A	اغرنشم الرجل بالشين المعجمة: ذبل لحمه وخمص بطنه	['ذبل']
1320	000-4 Generalities	(2) ذكر المرأة المتعرضة لنكاح عبد الله بن عبد المطلب	['ذكر']
1322	000-4 Generalities	1- ذكر الله والاستعاذة من الشيطان: 	['ذكر']
1324	000-4 Generalities	16- الدليل الزاهر إلى ذكر الله الغافر .	['ذكر']
1328	000-4 Generalities	2- في ذكر ملوك الفرس (وهم أربع طبقات).	['ذكر']
1326	000-4 Generalities	2- ذكر العبر والعظات من القصص: 	['ذكر']
1330	000-4 Generalities	2. القسم الأول: ذكر باقة من السور القرآنية	['ذكر']
1332	000-4 Generalities	3- ذكر دراسة الحديث دراية، وبين عدم صحة معناه.	['ذكر']
1334	000-4 Generalities	33 - باب: ذكر بئر بضاعة	['ذكر']
1402	000-4 Generalities	موجز ما ذكر عنه في الكتب الأربعة	['ذكر']
1366	000-4 Generalities	تكرر ذكر الخضري في كتب المذهب الشافعي كالمهذب والروضة وغيرهما.	['ذكر']
1400	000-4 Generalities	من أهم القطع المعروضة يمكننا ذكر: 	['ذكر']
1380	000-4 Generalities	فمن العلماء يمكن ذكر على سبيل المثال: 	['ذكر']
1336	000-4 Generalities	اعتمد المؤلف كما ذكر في نهاية الكتاب على المراجع التالية: 	['ذكر']
1362	000-4 Generalities	بنسبة 107 ذكر لكل 100 انثى	['ذكر']
1378	000-4 Generalities	عند الولادة: 1.04 ذكر (s) / أنثى	['ذكر']
1340	000-4 Generalities	الحلل الموشية في ذكر الأخبار المراكشية	['ذكر']
1338	000-4 Generalities	الباب الثامن: في ذكر تسميته، ووقتها وأحكامها.	['ذكر']
1342	000-4 Generalities	الساعة: ذكر في القرآن 39 مرة.	['ذكر']
1396	000-4 Generalities	ما عدا ما ذكر من مصدر مخالف.	['ذكر']
1392	000-4 Generalities	لكل 100 أنثى، كان هناك 103.60 ذكر.	['ذكر']
1412	000-4 Generalities	وذكر أيضا في ذكر موضع ««الأسيلة»»: 	['ذكر']
1406	000-4 Generalities	هنا ذكر بعض مؤلفات الشيخ: 	['ذكر']
1386	000-4 Generalities	كتابه «شذور العقود في ذكر النقود».	['ذكر']
1404	000-4 Generalities	نقلت من هنا حينما ذكر الفحل الفقيه الطاهر: 	['ذكر']
1360	000-4 Generalities	بمقال عام 2008 ، ذكر الاقتصاديان بيتسي ستيفنسون وجوستين ولفرس: 	['ذكر']
1356	000-4 Generalities	بالإضافة إلى المراحل الرئيسية الثلاثة، يتم ذكر أربع مراحل أخرى: 	['ذكر']
1394	000-4 Generalities	له ذكر في كتاب المهذب والروضة وغيرهما.	['ذكر']
1376	000-4 Generalities	رغبة الملك هنري في إنجاب وريث ذكر.	['ذكر']
1364	000-4 Generalities	تربى ليوناردو ككاثوليكي، ولكن ذكر أنه أصبح لاأدريا.	['ذكر']
1398	000-4 Generalities	مرج راهط مرج بالشام. ذكر اسمه كثيرا في كتب التاريخ.	['ذكر']
1374	000-4 Generalities	ذكر «الطمع» في القرآن والسنة.	['ذكر']
1382	000-4 Generalities	في 7 أكتوبر 2002، ذكر الرئيس بوش: 	['ذكر']
1384	000-4 Generalities	قرقر (مكان ذكر في الكتاب المقدس)	['ذكر']
1410	000-4 Generalities	وبخصوص هذا الهدف المتعلق «بمساواة الأصوات»، ذكر بيكر ثلاثة محاذير.	['ذكر']
1348	000-4 Generalities	المواعظ والاعتبار في ذكر الخطط والآثار	['ذكر']
1358	000-4 Generalities	بعض ما ذكر المؤرخون عنه.	['ذكر']
1344	000-4 Generalities	القيام عند ذكر لفظ القائم.	['ذكر']
1390	000-4 Generalities	لعنة الطفل، لعنة ذكر الماعز.	['ذكر']
1372	000-4 Generalities	جذوة المقتبس في ذكر ولاة الأندلس	['ذكر']
1354	000-4 Generalities	أول ذكر للقرية يرجع تاريخها إلى 1543.	['ذكر']
1350	000-4 Generalities	اليوم الآخر: ذكر في القرآن 26 مرة.	['ذكر']
1346	000-4 Generalities	المشروع في ذكر الاقتداء بالمخالفين في الفروع	['ذكر']
1408	000-4 Generalities	والدبور باللغة المحكية اللبنانية هو ذكر النحل البري.	['ذكر']
1370	000-4 Generalities	ثم ذكر القصة التي خطبها الرسول محمد في خطبة وهي: 	['ذكر']
1388	000-4 Generalities	لا خلاف فيه بأنه يصح للحائض ذكر الله.	['ذكر']
1368	000-4 Generalities	ثالثا: التخريج مع ذكر الاختلاف في المصادر أو المراجع	['ذكر']
1352	000-4 Generalities	أتيناك كيما يعرف الناس فضلنا... إذا خالفونا عند ذكر المكارم	['ذكر']
3330	200-1 Religion _ A	باب الحث على ذكر الله تعالى.	['ذكر']
3444	200-2 Religion _ A	(ذكر المسجد الذي أسس على التقوى)	['ذكر']
3518	200-3 Religion _ A	ذكر الكلام على معناها وبالله المستعان وعليه التكلان .	['ذكر']
6464	300-4 Social Sciences	1.7 مليون ذكر في الكويت و1.1 مليون أنثى	['ذكر']
6494	300-4 Social Sciences	رواية تستحق بعضا مما ذكر لا كله!	['ذكر']
6474	300-4 Social Sciences	المسلم: ما ذكر من تصريحات ما هو إلا تصفية حسابات	['ذكر']
6468	300-4 Social Sciences	الصويلح: ما ذكر هو عين الصدق والحق	['ذكر']
6480	300-4 Social Sciences	أهاج حنينى بعد طول الفراق ذكر	['ذكر']
6478	300-4 Social Sciences	أصالة حامل بتوأم ذكر وتغني في باخرة	['ذكر']
6486	300-4 Social Sciences	تحويل ذكر إلى أنثى في شهرها السابع	['ذكر']
6482	300-4 Social Sciences	أول مولود ذكر سأسميه (رياض) تيمنا بجريدتي المفضلة	['ذكر']
6484	300-4 Social Sciences	بالصور.. هندي لم يستحم منذ عام 1974 بانتظار مولود ذكر	['ذكر']
6476	300-4 Social Sciences	إسرائيل طالبت بتعديلات تشمل عدم ذكر مزارع شبعا	['ذكر']
6492	300-4 Social Sciences	ذكر اسم الأنثى في مجالس الرجال.. هل ما زال عيبا؟	['ذكر']
6488	300-4 Social Sciences	جوازات الخبر أفضل مما ذكر	['ذكر']
6472	300-4 Social Sciences	المجالس الرمضانية نفحات إيمانية ومجالس ذكر وخير وإصلاح	['ذكر']
6490	300-4 Social Sciences	حكم ذكر اسم الله في الحمام	['ذكر']
6460	300-4 Social Sciences	«التخصصي» يؤخر تصحيح جنس أنثى إلى ذكر لمدة عامين	['ذكر']
6470	300-4 Social Sciences	العنصر الحاسم في تحديد جنس المولود (ذكر أم أنثى)	['ذكر']
6462	300-4 Social Sciences	«الداخلية» تطلب من الجمعيات ذكر رقم العلم والخبر في مراسلاتها	['ذكر']
6466	300-4 Social Sciences	الرئيس التونسي يرزق بمولود ذكر بعد خمس بنات	['ذكر']
11136	400-2 Language _ A	الحديث الخامس عشر في ذكر الحج وفضله وما يتصل بذلك.	['ذكر']
11450	800-2 Literature & rhetoric _ A	16 - ذكر هاشم بن سليمان وبعض أخباره	['ذكر']
11452	800-2 Literature & rhetoric _ A	اترعبون عن ذكر الفاجر؟ اذكروه بما فيه يحذره الناس .	['ذكر']
11454	800-2 Literature & rhetoric _ A	الموت وما يتصل به من ذكر القبر	['ذكر']
11448	800-2 Literature & rhetoric _ A	؟نبذ من ذكر فضائل معاوية: 	['ذكر']
11456	800-2 Literature & rhetoric _ A	النهي عن الخوض في ذكر القدر: 	['ذكر']
11732	900-2 Geography & history _ A	[فصل في ذكر] الأديب أبي بكر بن العطار، اليابسي الدار	['ذكر']
11734	900-2 Geography & history _ A	البرشلية: موضع بأران له ذكر في أخبار ملوك الفرس.	['ذكر']
11738	900-2 Geography & history _ A	الناووسة: من قرى هيت لها ذكر في الفتوح مع ألوس.	['ذكر']
11740	900-2 Geography & history _ A	الوليد بن عبادة بن الصامت. تقدم نسبه عند ذكر أبيه.	['ذكر']
11744	900-2 Geography & history _ A	فصل في ذكر الأديب أبي بكر بن ظهار وإثبات جملة	['ذكر']
11742	900-2 Geography & history _ A	ذكر الخبر عن كيفية مقتله	['ذكر']
11736	900-2 Geography & history _ A	الحما: مقصور. ذكر في آخر هذا الباب لأنه يكتب بالياء.	['ذكر']
11960	900-3 Geography & history _ A	(ذكر خروج إبراهيم بن عبدالله بن حسن بالبصرة)	['ذكر']
11962	900-3 Geography & history _ A	الحارث بن قيس قد ذكر.	['ذكر']
11968	900-3 Geography & history _ A	أسقط ابن المقرئ ذكر أبيه إبراهيم، ونسبه إلى جده.	['ذكر']
11966	900-3 Geography & history _ A	المعروف بالشيخ حسن، تقدم ذكر والده وجده في مكانهما.	['ذكر']
11970	900-3 Geography & history _ A	أو ابن أبي كريب الخاطب المصيصي، خطب المصيصة له ذكر.	['ذكر']
11964	900-3 Geography & history _ A	الفقيه البصير المعروف بالحكاك، له ذكر في التاريخ.	['ذكر']
1414	000-4 Generalities	ذكي ومتواضع مع الاطفال ويفتخر باختراعاته.	['ذكي']
6500	300-4 Social Sciences	ذاكرة لاتقوي علي الحفظ وعقل ذكي	['ذكي']
6498	300-4 Social Sciences	أمازون" تستعد لإطلاق هاتف ذكي خاص بها	['ذكي']
6502	300-4 Social Sciences	شارب تكشف عن هاتف ذكي جديد	['ذكي']
6496	300-4 Social Sciences	اختبار أول هاتف ذكي للمكفوفين	['ذكي']
11972	900-3 Geography & history _ A	المتكلم، النيسابوري، فهو إمام باهر ذكي.	['ذكي']
1416	000-4 Generalities	(السنة الأربعون) ذهب جلالته إلى بلاد … في حملته المظفرة.	['ذهب']
1418	000-4 Generalities	1- ذهب وعملات صعبة .	['ذهب']
1422	000-4 Generalities	ذهب عيار 22	['ذهب']
1420	000-4 Generalities	3- الدم: ذهب الأئمة الأربعة إلى نجاسة الدم.	['ذهب']
6518	300-4 Social Sciences	إخراج 12 قطعة ذهب من أمعاء رجل أعمال	['ذهب']
6514	300-4 Social Sciences	الحصيني واليحيى" تهدي عملاءها أكثر من 2 كيلو ذهب	['ذهب']
6504	300-4 Social Sciences	«الجسر» يضبط 5 كيلو ذهب مهربة	['ذهب']
6516	300-4 Social Sciences	العثيم" تستضيف وفدا نسائيا يمثل 25شركة ذهب ايطالية	['ذهب']
6512	300-4 Social Sciences	الجمارك" تحتجز شحنة ذهب لـ"سنتامين" لعدم حصولها على موافقة"البترول"	['ذهب']
6522	300-4 Social Sciences	عز الله أن السكوت من ذهب	['ذهب']
6506	300-4 Social Sciences	استعمال الرجال للصقات علاجية تحتوي على ذهب	['ذهب']
6510	300-4 Social Sciences	الثروة المعدنية" تنفى تهريب 370 كيلو ذهب من منجم السكرى	['ذهب']
6520	300-4 Social Sciences	إنتاج 150 ألف أوقية ذهب بمنجم "السكرى"	['ذهب']
6508	300-4 Social Sciences	الأموال العامة" تحقق فى تهريب ذهب مصر خلال الثورة	['ذهب']
11458	800-2 Literature & rhetoric _ A	الحث: الذي قد يبس والبث: الذي قد ذهب	['ذهب']
11460	800-2 Literature & rhetoric _ A	العرب تزعم أن من خدرت رجله فذكر محبوبه ذهب خدرها.	['ذهب']
11746	900-2 Geography & history _ A	إذا اهتزت نهود في قدود فقل للحلم قد ذهب الوقار	['ذهب']
1424	000-4 Generalities	نحلة طنانة ذات ذيل برتقالي	['ذيل']
3332	200-1 Religion _ A	باب ذيل المرأة كم يكون.	['ذيل']
6526	300-4 Social Sciences	أذربيجان يقع في ذيل الترتيب للمجموعة الأوروبية التاسعة	['ذيل']
6528	300-4 Social Sciences	تقرير التنمية البشرية: مصر فى ذيل القائمة عربيا	['ذيل']
6524	300-4 Social Sciences	اعتقال لصة البنوك "ذات تسريحة ذيل الحصان"	['ذيل']
1426	000-4 Generalities	طرنا أسرابا غداة الجو راق صادحات بأناشيد الفخار	['راق']
6530	300-4 Social Sciences	«التطوير العقاري» مفهوم راق وشامل يغيب وسط فوضى السوق العقارية	['راق']
6552	300-4 Social Sciences	راق مزيف يعتدي على شقيقتين	['راق']
6550	300-4 Social Sciences	راق شرعي يهتك عرض سعوديات	['راق']
6534	300-4 Social Sciences	الجسر .. حي راق بلا خدمات	['راق']
6548	300-4 Social Sciences	حفل عشاء راق لأفضل عروض أزياء في مهرجان دبي	['راق']
6532	300-4 Social Sciences	«بيكيني برلين» مركز تجاري راق يفتح أبوابه للزوار	['راق']
6558	300-4 Social Sciences	غرفة ملابس أم متجر راق	['راق']
6544	300-4 Social Sciences	أنا مش معاهم كوميديا تناقش "الحجاب" بأسلوب راق	['راق']
6562	300-4 Social Sciences	وزير الصحة: تغطية «الرياض» لعملية فصل التوأم عمل صحافي راق	['راق']
6560	300-4 Social Sciences	محمد بن فهد .. فكر راق ونظرة ثاقبة	['راق']
6546	300-4 Social Sciences	تظاهرة سلمية بالورود.. قابلها تعامل أمني راق	['راق']
6536	300-4 Social Sciences	الشاعر حمد الضوي يحضر بقصيدة جميلة وإحساس راق	['راق']
6556	300-4 Social Sciences	رغد مخلوف: حريصة على حضور فني راق وممتع	['راق']
6554	300-4 Social Sciences	راق يتسبب في وفاة شابة ببريدة بعد علاجها بالصدمات الكهربائية	['راق']
6542	300-4 Social Sciences	إنجاز الاتفاق صاحبه مستوى راق	['راق']
6540	300-4 Social Sciences	المبدع سلعة لها ثمنها ، كلام راق برقي صاحبه.	['راق']
6538	300-4 Social Sciences	القاتل كان يعيش في حي راق بعيدا عن الشكوك	['راق']
11138	400-2 Language _ A	أبو عبيد: راق الشراب يروق، وروقته.	['راق']
11140	400-2 Language _ A	وقال ابن مقتبل في راق: 	['راق']
11974	900-3 Geography & history _ A	حديثا ومرأى للسعيد يروقنيكما راق حسن الشمس في صفحة الزهر	['راق']
6564	300-4 Social Sciences	الزهار: عباس سيخسر إذا راهن على المفاوضات بدلا من المصالحة	['راهن']
6566	300-4 Social Sciences	راهن الشعر المغربي في «القنيطرة»	['راهن']
11636	800-3 Literature & rhetoric _ A	ما تم إلا موقف راهن	['راهن']
11748	900-2 Geography & history _ A	إلى مؤنق من جنبه الذبل راهن	['راهن']
1428	000-4 Generalities	توجد الحفرة الحقية في وسط الحق، ويملؤها رباط رأس الفخذ.	['رباط']
6570	300-4 Social Sciences	الجهوي" رباط صليبي.. والخلوجلي يبتعد لنهاية الموسم	['رباط']
6568	300-4 Social Sciences	التهاب رباط الركبة يبعد الخضري عن تدريب الأخضر	['رباط']
6572	300-4 Social Sciences	عايرته بضعفه الجنسى فخنقها بـ"رباط ضغط" بالبساتين	['رباط']
6574	300-4 Social Sciences	متعب فى ألمانيا لإجراء جراحة رباط الركبة	['رباط']
6578	300-4 Social Sciences	رباع مجري يتعرض لإصابة خطيرة	['رباع']
6576	300-4 Social Sciences	إيقاف رباع روماني بسبب المنشطات	['رباع']
11142	400-2 Language _ A	الربع: الدار بعينها حيث كانت، وجمعها رباع وربوع وأرباع واربع.	['رباع']
12	000-3 Generalities _ A	الأول: في رتب الذات	['رتب']
1430	000-4 Generalities	3. رتب أغراضك في فئات.	['رتب']
1432	000-4 Generalities	اشتقت رتب الضباط ليفي من الرتب العسكرية الآشورية القديمة: 	['رتب']
1434	000-4 Generalities	الوثيقة وضحت القتلى العثمانيين وهنا تفسيرات مصطلحات رتب بعض القتلى: 	['رتب']
1436	000-4 Generalities	تتألف هذه الطبقة من خمس رتب: 	['رتب']
6584	300-4 Social Sciences	ترقية 5682 ضابط شرطة إلى رتب جديدة	['رتب']
6586	300-4 Social Sciences	دشتي: ما رتب وعدد أفراد حرس المجلس؟	['رتب']
6582	300-4 Social Sciences	أخضر اليد رتب أوراقه ليرد على الهجوم الاعلامي	['رتب']
6580	300-4 Social Sciences	الخليج رتب أوراق المنافسة والصعود للأضواء	['رتب']
6590	300-4 Social Sciences	وزير التربية والتعليم: نظام رتب المعلمين سيصدر قريبا	['رتب']
6588	300-4 Social Sciences	سبعة ضباط بمدني الباحة إلى رتب جديدة	['رتب']
6596	300-4 Social Sciences	تشاد: تراجع رتل من المقاتلين نحو السودان	['رتل']
6594	300-4 Social Sciences	إشاعة عن تعرض رتل أميركي لهجوم ومقتل المهاجم	['رتل']
6592	300-4 Social Sciences	انسحاب رتل عسكرى روسى من الحدود الجورجية	['رتل']
3446	200-2 Religion _ A	والذين كفروا بئايت ربهم لهم عذاب من رجز أليم 11	['رجز']
11750	900-2 Geography & history _ A	تغن: بالتحريك واخره نون. موضع ذكره في رجز الأغلب العجلي.	['رجز']
16	000-3 Generalities _ A	التجريد في رد مقاصد الفلاسفة	['رد']
32	000-3 Generalities _ A	وعليه رد لابن المنجم: علي بن عبد الله	['رد']
34	000-3 Generalities _ A	وله: (رد على سيبويه)	['رد']
30	000-3 Generalities _ A	لأنه رد كلامه في (حاشيته) على صدر الشريعة	['رد']
14	000-3 Generalities _ A	الإبانة في رد من شنع على أبي حنيفة	['رد']
18	000-3 Generalities _ A	الخامسة: (الكاوي في رد التاريخ السخاوي)	['رد']
28	000-3 Generalities _ A	رد عليه ولده: تاج الدين عبد الوهاب	['رد']
24	000-3 Generalities _ A	رد القول الخائب في القضاء على الغائب	['رد']
26	000-3 Generalities _ A	رد أشياء من (العين) أكثرها غير مردود	['رد']
22	000-3 Generalities _ A	اللفظ الجوهري في رد خباط (خبط) الجوجري	['رد']
20	000-3 Generalities _ A	الرد على من رد على أبي حنيفة	['رد']
1438	000-4 Generalities	(أجيب) أو (الجواب)، أو (رد) ونحوه: إشارة إلى الأجوبة	['رد']
1440	000-4 Generalities	1- تحسين رد الفعل وسرعة انطلاق البدء .	['رد']
1442	000-4 Generalities	4- كراهية رد السيئة بمثلها، والترفع عن ذلك.	['رد']
1456	000-4 Generalities	رد على المنهج البنيوي.	['رد']
1448	000-4 Generalities	التخدير (فقدان رد الفعل على الألم)	['رد']
1446	000-4 Generalities	الاتهامات المفرطة لمعاداة السامية قد تؤدي إلى رد فعل عنيف.	['رد']
1450	000-4 Generalities	التغلب على رد فعل الأوعية الدموية	['رد']
1444	000-4 Generalities	R: رد الفعل على التحميل	['رد']
1452	000-4 Generalities	القيمة المثالية لدرجة رد الفعل.	['رد']
1454	000-4 Generalities	المشروع هو رد فعل على عدم الإبلاغ عن البحوث.	['رد']
3284	100-2 Philosophy & psychology _ A	في رد جميع الوجوه المغالطية	['رد']
3344	200-1 Religion _ A	باب من رد عن مسلم غيبة.	['رد']
3334	200-1 Religion _ A	باب استعمال المسك وأنه أطيب الطيب وكراهة رد الريحان والطيب.	['رد']
3340	200-1 Religion _ A	باب فيمن رد على الورثة من الثلث	['رد']
3342	200-1 Religion _ A	باب ما جاء كيف رد السلام.	['رد']
3338	200-1 Religion _ A	باب رد النساء الجرحى والقتلى .	['رد']
3336	200-1 Religion _ A	باب رد السلام بعد الوضوء.	['رد']
3450	200-2 Religion _ A	فصل في رد المؤلف على القائلين	['رد']
3448	200-2 Religion _ A	رد على شبهات المغترضين على المعجزات: 	['رد']
3452	200-2 Religion _ A	وكتقليد المالكيين والشافعيين لعمر في رد المنكوحة بالعيوب	['رد']
3522	200-3 Religion _ A	رد العجز على الصدر وعكسه	['رد']
3520	200-3 Religion _ A	رد ابن رشد على الغزالي في تهافت التهافت	['رد']
3524	200-3 Religion _ A	ومنها: رد شهادة الوالد لولده.	['رد']
6598	300-4 Social Sciences	(نزاهة) تعترض على رد أمانة الحدود الشمالية عن اتهامها بالقصور	['رد']
6630	300-4 Social Sciences	«عبدالنور»: إقرار معايير جديدة لـ«رد الأعباء» بعد العيد	['رد']
6604	300-4 Social Sciences	«الإسماعيلي» ينتظر رد الفيفا بشأن بوكير	['رد']
6606	300-4 Social Sciences	«البارسا» يستضيف «الريال» في «كلاسيكو» الإجادة أو رد الاعتبار	['رد']
6618	300-4 Social Sciences	«المالية» تنتظر رد الحكومة على مقترحات التمويل	['رد']
